cluster,length,occurences_pl,occurences_en,frequency_pl,frequency_en,total_frequency,relative_frequency
d͡ʒzm,3,18,0,0.001146,0.000000,0.001146,1.000000
d͡ʒzn,3,12,0,0.000764,0.000000,0.000764,1.000000
d͡ʒzr,3,6,0,0.000382,0.000000,0.000382,1.000000
d͡ʒzv,3,15,0,0.000955,0.000000,0.000955,1.000000
d͡ʒzvr,4,2,0,0.000127,0.000000,0.000127,1.000000
d͡ʒzvw,4,3,0,0.000191,0.000000,0.000191,1.000000
d͡ʒzw,3,7,0,0.000446,0.000000,0.000446,1.000000
d͡ʒzz,3,4,0,0.000255,0.000000,0.000255,1.000000
d͡ʒzɣ,3,1,0,0.000064,0.000000,0.000064,1.000000
d͡ʒzɣl,4,1,0,0.000064,0.000000,0.000064,1.000000
d͡ʒzɲ,3,10,0,0.000637,0.000000,0.000637,1.000000
d͡ʒzʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
d͡ʒð,2,0,9,0.000000,0.000636,0.000636,0.000000
d͡ʒɣ,2,29,0,0.001846,0.000000,0.001846,1.000000
d͡ʒɣm,3,2,0,0.000127,0.000000,0.000127,1.000000
d͡ʒɣv,3,4,0,0.000255,0.000000,0.000255,1.000000
d͡ʒɣw,3,1,0,0.000064,0.000000,0.000064,1.000000
d͡ʒɲ,2,3,0,0.000191,0.000000,0.000191,1.000000
d͡ʒʃ,2,0,3,0.000000,0.000212,0.000212,0.000000
d͡ʒʒ,2,65,0,0.004138,0.000000,0.004138,1.000000
d͡ʒʒd͡ʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
d͡ʒʒd͡ʒb,4,1,0,0.000064,0.000000,0.000064,1.000000
d͡ʒʒd͡ʒbw,5,1,0,0.000064,0.000000,0.000064,1.000000
d͡ʒʒm,3,1,0,0.000064,0.000000,0.000064,1.000000
d͡ʒʒv,3,23,0,0.001464,0.000000,0.001464,1.000000
d͡ʒθ,2,0,5,0.000000,0.000353,0.000353,0.000000
d͡ʒθr,3,0,1,0.000000,0.000071,0.000071,0.000000
dθ,2,0,66,0.000000,0.004664,0.004664,0.000000
dθb,3,0,1,0.000000,0.000071,0.000071,0.000000
dθr,3,0,31,0.000000,0.002191,0.002191,0.000000
fb,2,0,18,0.000000,0.001272,0.001272,0.000000
fbr,3,0,2,0.000000,0.000141,0.000141,0.000000
fd,2,0,8,0.000000,0.000565,0.000565,0.000000
fdj,3,0,1,0.000000,0.000071,0.000071,0.000000
fd͡ʒ,2,0,3,0.000000,0.000212,0.000212,0.000000
ff,2,168,15,0.010696,0.001060,0.011756,0.909827
fff,3,4,0,0.000255,0.000000,0.000255,1.000000
fffs,4,1,0,0.000064,0.000000,0.000064,1.000000
fffsp,5,1,0,0.000064,0.000000,0.000064,1.000000
ffk,3,7,0,0.000446,0.000000,0.000446,1.000000
ffkr,4,2,0,0.000127,0.000000,0.000127,1.000000
ffkt,4,1,0,0.000064,0.000000,0.000064,1.000000
ffkw,4,1,0,0.000064,0.000000,0.000064,1.000000
ffl,3,1,0,0.000064,0.000000,0.000064,1.000000
ffm,3,2,0,0.000127,0.000000,0.000127,1.000000
ffp,3,11,0,0.000700,0.000000,0.000700,1.000000
ffpr,4,2,0,0.000127,0.000000,0.000127,1.000000
ffpw,4,1,0,0.000064,0.000000,0.000064,1.000000
ffpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ffr,3,4,7,0.000255,0.000495,0.000749,0.339840
ffs,3,23,0,0.001464,0.000000,0.001464,1.000000
ffsk,4,2,0,0.000127,0.000000,0.000127,1.000000
ffsp,4,13,0,0.000828,0.000000,0.000828,1.000000
ffspr,5,3,0,0.000191,0.000000,0.000191,1.000000
ffst,4,5,0,0.000318,0.000000,0.000318,1.000000
ffstf,5,1,0,0.000064,0.000000,0.000064,1.000000
ffstr,5,1,0,0.000064,0.000000,0.000064,1.000000
ffstʃ,5,2,0,0.000127,0.000000,0.000127,1.000000
fft,3,11,0,0.000700,0.000000,0.000700,1.000000
fftf,4,1,0,0.000064,0.000000,0.000064,1.000000
fftr,4,1,0,0.000064,0.000000,0.000064,1.000000
fft͡s,3,3,0,0.000191,0.000000,0.000191,1.000000
fft͡ʃ,3,6,0,0.000382,0.000000,0.000382,1.000000
ffʃ,3,5,0,0.000318,0.000000,0.000318,1.000000
ffʃt͡ʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
fg,2,0,11,0.000000,0.000777,0.000777,0.000000
fgr,3,0,1,0.000000,0.000071,0.000071,0.000000
fh,2,0,25,0.000000,0.001767,0.001767,0.000000
fj,2,30,230,0.001910,0.016254,0.018164,0.105149
fk,2,1167,20,0.074298,0.001413,0.075712,0.981331
fkf,3,22,0,0.001401,0.000000,0.001401,1.000000
fkl,3,19,3,0.001210,0.000212,0.001422,0.850869
fkn,3,1,0,0.000064,0.000000,0.000064,1.000000
fkr,3,95,0,0.006048,0.000000,0.006048,1.000000
fkt,3,116,0,0.007385,0.000000,0.007385,1.000000
fkt͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
fkw,3,18,1,0.001146,0.000071,0.001217,0.941913
fkʃ,3,16,0,0.001019,0.000000,0.001019,1.000000
fkʃt,4,7,0,0.000446,0.000000,0.000446,1.000000
fl,2,95,304,0.006048,0.021484,0.027532,0.219678
fm,2,16,13,0.001019,0.000919,0.001937,0.525789
fms,3,2,0,0.000127,0.000000,0.000127,1.000000
fmsf,4,2,0,0.000127,0.000000,0.000127,1.000000
fmw,3,1,0,0.000064,0.000000,0.000064,1.000000
fn,2,22,11,0.001401,0.000777,0.002178,0.643080
fnj,3,0,1,0.000000,0.000071,0.000071,0.000000
fnt,3,0,1,0.000000,0.000071,0.000071,0.000000
fp,2,1358,8,0.086458,0.000565,0.087024,0.993503
fpl,3,12,0,0.000764,0.000000,0.000764,1.000000
fpr,3,206,2,0.013115,0.000141,0.013257,0.989338
fprl,4,1,0,0.000064,0.000000,0.000064,1.000000
fps,3,2,0,0.000127,0.000000,0.000127,1.000000
fpw,3,99,0,0.006303,0.000000,0.006303,1.000000
fpwt͡ʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
fpʃ,3,217,0,0.013815,0.000000,0.013815,1.000000
fr,2,232,789,0.014770,0.055760,0.070530,0.209421
fs,2,1915,62,0.121920,0.004382,0.126302,0.965308
fsb,3,0,4,0.000000,0.000283,0.000283,0.000000
fsbj,4,0,1,0.000000,0.000071,0.000071,0.000000
fsbl,4,0,1,0.000000,0.000071,0.000071,0.000000
fsf,3,61,2,0.003884,0.000141,0.004025,0.964883
fsfʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
fsh,3,0,1,0.000000,0.000071,0.000071,0.000000
fsk,3,551,4,0.035080,0.000283,0.035363,0.992006
fskl,4,4,0,0.000255,0.000000,0.000255,1.000000
fskr,4,7,1,0.000446,0.000071,0.000516,0.863128
fskw,4,8,0,0.000509,0.000000,0.000509,1.000000
fskʃ,4,3,0,0.000191,0.000000,0.000191,1.000000
fsm,3,2,1,0.000127,0.000071,0.000198,0.643080
fsn,3,1,1,0.000064,0.000071,0.000134,0.473926
fsp,3,636,4,0.040492,0.000283,0.040774,0.993067
fspl,4,2,1,0.000127,0.000071,0.000198,0.643080
fspr,4,94,1,0.005985,0.000071,0.006055,0.988329
fspʃ,4,5,0,0.000318,0.000000,0.000318,1.000000
fsr,3,3,0,0.000191,0.000000,0.000191,1.000000
fss,3,2,4,0.000127,0.000283,0.000410,0.310552
fssk,4,0,1,0.000000,0.000071,0.000071,0.000000
fsst,4,0,1,0.000000,0.000071,0.000071,0.000000
fst,3,387,4,0.024639,0.000283,0.024921,0.988657
fstf,4,25,0,0.001592,0.000000,0.001592,1.000000
fstj,4,0,1,0.000000,0.000071,0.000071,0.000000
fstr,4,64,1,0.004075,0.000071,0.004145,0.982951
fstw,4,1,0,0.000064,0.000000,0.000064,1.000000
fstʃ,4,50,0,0.003183,0.000000,0.003183,1.000000
fst͡s,3,9,0,0.000573,0.000000,0.000573,1.000000
fst͡ʃ,3,4,0,0.000255,0.000000,0.000255,1.000000
fsv,3,0,1,0.000000,0.000071,0.000071,0.000000
fsw,3,53,1,0.003374,0.000071,0.003445,0.979486
fsð,3,0,1,0.000000,0.000071,0.000071,0.000000
ft,2,891,388,0.056726,0.027420,0.084147,0.674135
ftb,3,0,6,0.000000,0.000424,0.000424,0.000000
ftd,3,0,4,0.000000,0.000283,0.000283,0.000000
ftd͡ʒ,3,0,1,0.000000,0.000071,0.000071,0.000000
ftf,3,25,4,0.001592,0.000283,0.001874,0.849181
ftfr,4,0,1,0.000000,0.000071,0.000071,0.000000
ftg,3,0,1,0.000000,0.000071,0.000071,0.000000
fth,3,0,7,0.000000,0.000495,0.000495,0.000000
ftk,3,2,1,0.000127,0.000071,0.000198,0.643080
ftl,3,6,4,0.000382,0.000283,0.000665,0.574705
ftm,3,0,5,0.000000,0.000353,0.000353,0.000000
ftn,3,0,2,0.000000,0.000141,0.000141,0.000000
ftp,3,1,1,0.000064,0.000071,0.000134,0.473926
ftr,3,80,1,0.005093,0.000071,0.005164,0.986314
ftrv,4,2,0,0.000127,0.000000,0.000127,1.000000
fts,3,0,4,0.000000,0.000283,0.000283,0.000000
ftst,4,0,2,0.000000,0.000141,0.000141,0.000000
ftt,3,0,11,0.000000,0.000777,0.000777,0.000000
ftt͡ʃ,3,1,2,0.000064,0.000141,0.000205,0.310552
ftv,3,0,1,0.000000,0.000071,0.000071,0.000000
ftw,3,4,15,0.000255,0.001060,0.001315,0.193700
ftð,3,0,11,0.000000,0.000777,0.000777,0.000000
ftɲ,3,1,0,0.000064,0.000000,0.000064,1.000000
ftʃ,3,18,4,0.001146,0.000283,0.001429,0.802134
ft͡s,2,519,12,0.033043,0.000848,0.033891,0.974977
ft͡sh,3,0,1,0.000000,0.000071,0.000071,0.000000
ft͡sk,3,0,1,0.000000,0.000071,0.000071,0.000000
ft͡skw,4,0,1,0.000000,0.000071,0.000071,0.000000
ft͡sm,3,1,0,0.000064,0.000000,0.000064,1.000000
ft͡st,3,0,1,0.000000,0.000071,0.000071,0.000000
ft͡ʃ,2,1058,1,0.067359,0.000071,0.067429,0.998952
ft͡ʃp,3,1,0,0.000064,0.000000,0.000064,1.000000
ft͡ʃt,3,3,0,0.000191,0.000000,0.000191,1.000000
ft͡ʃt͡ʃ,3,6,0,0.000382,0.000000,0.000382,1.000000
ft͡ʃw,3,42,0,0.002674,0.000000,0.002674,1.000000
ftθ,3,0,1,0.000000,0.000071,0.000071,0.000000
ftθr,4,0,1,0.000000,0.000071,0.000071,0.000000
fv,2,0,2,0.000000,0.000141,0.000141,0.000000
fw,2,0,35,0.000000,0.002473,0.002473,0.000000
fx,2,3,0,0.000191,0.000000,0.000191,1.000000
fxt͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
fxt͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
fð,2,0,55,0.000000,0.003887,0.003887,0.000000
fɲ,2,4,0,0.000255,0.000000,0.000255,1.000000
fʃ,2,1471,7,0.093653,0.000495,0.094147,0.994745
fʃk,3,36,0,0.002292,0.000000,0.002292,1.000000
fʃkl,4,3,0,0.000191,0.000000,0.000191,1.000000
fʃl,3,11,0,0.000700,0.000000,0.000700,1.000000
fʃm,3,5,0,0.000318,0.000000,0.000318,1.000000
fʃp,3,15,0,0.000955,0.000000,0.000955,1.000000
fʃr,3,105,0,0.006685,0.000000,0.006685,1.000000
fʃt,3,12,0,0.000764,0.000000,0.000764,1.000000
fʃt͡ʃ,3,57,0,0.003629,0.000000,0.003629,1.000000
fʃɲ,3,4,0,0.000255,0.000000,0.000255,1.000000
fθ,2,0,7,0.000000,0.000495,0.000495,0.000000
fθn,3,0,1,0.000000,0.000071,0.000071,0.000000
fθr,3,0,1,0.000000,0.000071,0.000071,0.000000
fθv,3,0,1,0.000000,0.000071,0.000071,0.000000
gb,2,207,10,0.013179,0.000707,0.013886,0.949104
gbl,3,4,1,0.000255,0.000071,0.000325,0.782773
gbr,3,5,2,0.000318,0.000141,0.000460,0.692514
gbw,3,2,0,0.000127,0.000000,0.000127,1.000000
gbɣ,3,1,0,0.000064,0.000000,0.000064,1.000000
gbʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
gd,2,814,19,0.051824,0.001343,0.053167,0.974744
gdb,3,6,0,0.000382,0.000000,0.000382,1.000000
gdd,3,3,0,0.000191,0.000000,0.000191,1.000000
gdg,3,2,0,0.000127,0.000000,0.000127,1.000000
gdl,3,11,0,0.000700,0.000000,0.000700,1.000000
gdm,3,0,1,0.000000,0.000071,0.000071,0.000000
gdr,3,14,4,0.000891,0.000283,0.001174,0.759213
gdv,3,15,0,0.000955,0.000000,0.000955,1.000000
gdw,3,13,0,0.000828,0.000000,0.000828,1.000000
gdz,3,14,0,0.000891,0.000000,0.000891,1.000000
gdzg,4,1,0,0.000064,0.000000,0.000064,1.000000
gdzgr,5,1,0,0.000064,0.000000,0.000064,1.000000
gdzj,4,1,0,0.000064,0.000000,0.000064,1.000000
gdzl,4,1,0,0.000064,0.000000,0.000064,1.000000
gdzm,4,3,0,0.000191,0.000000,0.000191,1.000000
gdzn,4,1,0,0.000064,0.000000,0.000064,1.000000
gdzv,4,1,0,0.000064,0.000000,0.000064,1.000000
gdzɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
gdzʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
gdɣ,3,1,0,0.000064,0.000000,0.000064,1.000000
gdɣr,4,1,0,0.000064,0.000000,0.000064,1.000000
gdʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
gdʒv,4,1,0,0.000064,0.000000,0.000064,1.000000
gd͡ʒ,2,195,7,0.012415,0.000495,0.012910,0.961680
gd͡ʒv,3,2,0,0.000127,0.000000,0.000127,1.000000
gf,2,0,5,0.000000,0.000353,0.000353,0.000000
gfr,3,0,1,0.000000,0.000071,0.000071,0.000000
gg,2,52,4,0.003311,0.000283,0.003593,0.921330
ggd,3,12,0,0.000764,0.000000,0.000764,1.000000
ggd͡ʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
ggj,3,1,0,0.000064,0.000000,0.000064,1.000000
ggr,3,6,1,0.000382,0.000071,0.000453,0.843878
ggv,3,2,0,0.000127,0.000000,0.000127,1.000000
ggw,3,8,0,0.000509,0.000000,0.000509,1.000000
ggɣ,3,1,0,0.000064,0.000000,0.000064,1.000000
ggʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
ggʒm,4,1,0,0.000064,0.000000,0.000064,1.000000
gh,2,0,11,0.000000,0.000777,0.000777,0.000000
gj,2,100,34,0.006367,0.002403,0.008769,0.725999
gk,2,0,13,0.000000,0.000919,0.000919,0.000000
gkl,3,0,3,0.000000,0.000212,0.000212,0.000000
gkr,3,0,2,0.000000,0.000141,0.000141,0.000000
gl,2,609,179,0.038773,0.012650,0.051423,0.753996
gld,3,0,1,0.000000,0.000071,0.000071,0.000000
gldb,4,0,1,0.000000,0.000071,0.000071,0.000000
glj,3,3,0,0.000191,0.000000,0.000191,1.000000
gm,2,117,7,0.007449,0.000495,0.007944,0.937724
gmɲ,3,2,0,0.000127,0.000000,0.000127,1.000000
gn,2,289,67,0.018399,0.004735,0.023134,0.795327
gp,2,0,13,0.000000,0.000919,0.000919,0.000000
gpl,3,0,4,0.000000,0.000283,0.000283,0.000000
gpr,3,0,4,0.000000,0.000283,0.000283,0.000000
gr,2,1460,797,0.092952,0.056325,0.149277,0.622681
gs,2,0,25,0.000000,0.001767,0.001767,0.000000
gsb,3,0,1,0.000000,0.000071,0.000071,0.000000
gsl,3,0,1,0.000000,0.000071,0.000071,0.000000
gsn,3,0,2,0.000000,0.000141,0.000141,0.000000
gsp,3,0,1,0.000000,0.000071,0.000071,0.000000
gspr,4,0,1,0.000000,0.000071,0.000071,0.000000
gst,3,0,10,0.000000,0.000707,0.000707,0.000000
gstr,4,0,1,0.000000,0.000071,0.000071,0.000000
gsw,3,0,6,0.000000,0.000424,0.000424,0.000000
gt,2,0,14,0.000000,0.000989,0.000989,0.000000
gtr,3,0,3,0.000000,0.000212,0.000212,0.000000
gt͡ʃ,2,0,5,0.000000,0.000353,0.000353,0.000000
gv,2,414,0,0.026358,0.000000,0.026358,1.000000
gvb,3,8,0,0.000509,0.000000,0.000509,1.000000
gvd,3,5,0,0.000318,0.000000,0.000318,1.000000
gvdv,4,1,0,0.000064,0.000000,0.000064,1.000000
gvdw,4,1,0,0.000064,0.000000,0.000064,1.000000
gvd͡ʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
gvg,3,3,0,0.000191,0.000000,0.000191,1.000000
gvgr,4,1,0,0.000064,0.000000,0.000064,1.000000
gvj,3,2,0,0.000127,0.000000,0.000127,1.000000
gvl,3,2,0,0.000127,0.000000,0.000127,1.000000
gvm,3,4,0,0.000255,0.000000,0.000255,1.000000
gvmɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
gvn,3,6,0,0.000382,0.000000,0.000382,1.000000
gvr,3,11,0,0.000700,0.000000,0.000700,1.000000
gvv,3,1,0,0.000064,0.000000,0.000064,1.000000
gvw,3,7,0,0.000446,0.000000,0.000446,1.000000
gvz,3,6,0,0.000382,0.000000,0.000382,1.000000
gvzb,4,2,0,0.000127,0.000000,0.000127,1.000000
gvzn,4,1,0,0.000064,0.000000,0.000064,1.000000
gvzr,4,1,0,0.000064,0.000000,0.000064,1.000000
gvɣ,3,3,0,0.000191,0.000000,0.000191,1.000000
gvɣr,4,1,0,0.000064,0.000000,0.000064,1.000000
gvɲ,3,7,0,0.000446,0.000000,0.000446,1.000000
gvʒ,3,9,0,0.000573,0.000000,0.000573,1.000000
gw,2,1106,66,0.070414,0.004664,0.075079,0.937874
gwb,3,26,0,0.001655,0.000000,0.001655,1.000000
gwd,3,3,0,0.000191,0.000000,0.000191,1.000000
gwf,3,1,0,0.000064,0.000000,0.000064,1.000000
gwft,4,1,0,0.000064,0.000000,0.000064,1.000000
gwg,3,1,0,0.000064,0.000000,0.000064,1.000000
gwj,3,5,0,0.000318,0.000000,0.000318,1.000000
gwk,3,5,0,0.000318,0.000000,0.000318,1.000000
gwkt,4,1,0,0.000064,0.000000,0.000064,1.000000
gwm,3,5,0,0.000318,0.000000,0.000318,1.000000
gwn,3,5,0,0.000318,0.000000,0.000318,1.000000
gwp,3,12,0,0.000764,0.000000,0.000764,1.000000
gwpʃ,4,6,0,0.000382,0.000000,0.000382,1.000000
gws,3,9,0,0.000573,0.000000,0.000573,1.000000
gwsk,4,2,0,0.000127,0.000000,0.000127,1.000000
gwsp,4,1,0,0.000064,0.000000,0.000064,1.000000
gwspr,5,1,0,0.000064,0.000000,0.000064,1.000000
gwst,4,2,0,0.000127,0.000000,0.000127,1.000000
gwt,3,1,0,0.000064,0.000000,0.000064,1.000000
gwt͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
gwt͡ʃw,4,1,0,0.000064,0.000000,0.000064,1.000000
gwv,3,7,0,0.000446,0.000000,0.000446,1.000000
gwvr,4,1,0,0.000064,0.000000,0.000064,1.000000
gwvʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
gwz,3,10,0,0.000637,0.000000,0.000637,1.000000
gwzm,4,2,0,0.000127,0.000000,0.000127,1.000000
gwzmɲ,5,2,0,0.000127,0.000000,0.000127,1.000000
gwzr,4,1,0,0.000064,0.000000,0.000064,1.000000
gwzv,4,1,0,0.000064,0.000000,0.000064,1.000000
gwzvn,5,1,0,0.000064,0.000000,0.000064,1.000000
gwɣ,3,2,0,0.000127,0.000000,0.000127,1.000000
gwɣv,4,1,0,0.000064,0.000000,0.000064,1.000000
gwʃ,3,15,0,0.000955,0.000000,0.000955,1.000000
gwʃt͡ʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
gz,2,343,201,0.021837,0.014205,0.036042,0.605882
gzb,3,10,5,0.000637,0.000353,0.000990,0.643080
gzbl,4,1,0,0.000064,0.000000,0.000064,1.000000
gzd,3,38,0,0.002419,0.000000,0.002419,1.000000
gzdb,4,1,0,0.000064,0.000000,0.000064,1.000000
gzdj,4,2,0,0.000127,0.000000,0.000127,1.000000
gzdr,4,1,0,0.000064,0.000000,0.000064,1.000000
gzdv,4,2,0,0.000127,0.000000,0.000127,1.000000
gzdvb,5,1,0,0.000064,0.000000,0.000064,1.000000
gzdvbʒ,6,1,0,0.000064,0.000000,0.000064,1.000000
gzdvbʒm,7,1,0,0.000064,0.000000,0.000064,1.000000
gzdw,4,7,0,0.000446,0.000000,0.000446,1.000000
gzd͡ʒ,3,3,4,0.000191,0.000283,0.000474,0.403218
gzf,3,0,4,0.000000,0.000283,0.000283,0.000000
gzg,3,6,2,0.000382,0.000141,0.000523,0.729921
gzgv,4,1,0,0.000064,0.000000,0.000064,1.000000
gzj,3,8,1,0.000509,0.000071,0.000580,0.878152
gzk,3,0,3,0.000000,0.000212,0.000212,0.000000
gzkl,4,0,1,0.000000,0.000071,0.000071,0.000000
gzl,3,7,1,0.000446,0.000071,0.000516,0.863128
gzm,3,9,1,0.000573,0.000071,0.000644,0.890205
gzn,3,14,2,0.000891,0.000141,0.001033,0.863128
gzp,3,0,7,0.000000,0.000495,0.000495,0.000000
gzpl,4,0,7,0.000000,0.000495,0.000495,0.000000
gzr,3,13,11,0.000828,0.000777,0.001605,0.515660
gzs,3,0,6,0.000000,0.000424,0.000424,0.000000
gzst,4,0,2,0.000000,0.000141,0.000141,0.000000
gzsw,4,0,1,0.000000,0.000071,0.000071,0.000000
gzt,3,0,4,0.000000,0.000283,0.000283,0.000000
gzt͡ʃ,3,0,4,0.000000,0.000283,0.000283,0.000000
gzv,3,27,0,0.001719,0.000000,0.001719,1.000000
gzvr,4,2,0,0.000127,0.000000,0.000127,1.000000
gzvɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
gzw,3,3,4,0.000191,0.000283,0.000474,0.403218
gzz,3,4,0,0.000255,0.000000,0.000255,1.000000
gzð,3,0,2,0.000000,0.000141,0.000141,0.000000
gzɣ,3,3,0,0.000191,0.000000,0.000191,1.000000
gzɲ,3,6,0,0.000382,0.000000,0.000382,1.000000
gzʃ,3,0,1,0.000000,0.000071,0.000071,0.000000
gzʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
gð,2,0,4,0.000000,0.000283,0.000283,0.000000
gɣ,2,63,0,0.004011,0.000000,0.004011,1.000000
gɣl,3,2,0,0.000127,0.000000,0.000127,1.000000
gɣm,3,1,0,0.000064,0.000000,0.000064,1.000000
gɣr,3,1,0,0.000064,0.000000,0.000064,1.000000
gɣv,3,1,0,0.000064,0.000000,0.000064,1.000000
gɣw,3,4,0,0.000255,0.000000,0.000255,1.000000
gɣʒ,3,3,0,0.000191,0.000000,0.000191,1.000000
gɲ,2,280,0,0.017826,0.000000,0.017826,1.000000
gʃ,2,0,4,0.000000,0.000283,0.000283,0.000000
gʒ,2,168,0,0.010696,0.000000,0.010696,1.000000
gʒb,3,4,0,0.000255,0.000000,0.000255,1.000000
gʒl,3,2,0,0.000127,0.000000,0.000127,1.000000
gʒm,3,6,0,0.000382,0.000000,0.000382,1.000000
gʒv,3,12,0,0.000764,0.000000,0.000764,1.000000
hj,2,0,39,0.000000,0.002756,0.002756,0.000000
kb,2,1,81,0.000064,0.005724,0.005788,0.011000
kbl,3,0,4,0.000000,0.000283,0.000283,0.000000
kbr,3,0,6,0.000000,0.000424,0.000424,0.000000
kd,2,0,65,0.000000,0.004594,0.004594,0.000000
kdj,3,0,2,0.000000,0.000141,0.000141,0.000000
kdr,3,0,8,0.000000,0.000565,0.000565,0.000000
kd͡ʒ,2,0,20,0.000000,0.001413,0.001413,0.000000
kf,2,523,107,0.033297,0.007562,0.040859,0.814929
kff,3,2,0,0.000127,0.000000,0.000127,1.000000
kfk,3,45,0,0.002865,0.000000,0.002865,1.000000
kfkr,4,2,0,0.000127,0.000000,0.000127,1.000000
kfl,3,0,6,0.000000,0.000424,0.000424,0.000000
kfp,3,31,0,0.001974,0.000000,0.001974,1.000000
kfpr,4,2,0,0.000127,0.000000,0.000127,1.000000
kfpw,4,1,0,0.000064,0.000000,0.000064,1.000000
kfpʃ,4,7,0,0.000446,0.000000,0.000446,1.000000
kfr,3,7,22,0.000446,0.001555,0.002000,0.222783
kfs,3,37,0,0.002356,0.000000,0.002356,1.000000
kfsk,4,3,0,0.000191,0.000000,0.000191,1.000000
kfskl,5,1,0,0.000064,0.000000,0.000064,1.000000
kfsp,4,23,0,0.001464,0.000000,0.001464,1.000000
kfspr,5,2,0,0.000127,0.000000,0.000127,1.000000
kfst,4,6,0,0.000382,0.000000,0.000382,1.000000
kfstr,5,2,0,0.000127,0.000000,0.000127,1.000000
kfstʃ,5,1,0,0.000064,0.000000,0.000064,1.000000
kfsw,4,1,0,0.000064,0.000000,0.000064,1.000000
kft,3,12,0,0.000764,0.000000,0.000764,1.000000
kftʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
kft͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
